iter	RMSE
917	1.913768891
918	1.913562676
919	1.911996817
920	1.909151862
921	1.906156904
922	1.902532934
923	1.90103967
924	1.898857626
925	1.898730121
926	1.895196857
927	1.89332603
928	1.891366305
929	1.889462402
930	1.88897401
931	1.886064514
932	1.883651313
933	1.882041983
934	1.881803164
935	1.879293337
936	1.876576409
937	1.874993221
938	1.87262573
939	1.870907116
940	1.870144711
941	1.867385854
942	1.86573569
943	1.86220359
944	1.859344963
945	1.857712828
946	1.855520223
947	1.852917909
948	1.849726402
949	1.849572277
950	1.846439647
951	1.844447506
952	1.842341564
953	1.840517557
954	1.838157174
955	1.834968315
956	1.832914332
957	1.83015639
958	1.82999406
959	1.829742491
960	1.826801623
961	1.826015673
962	1.824249945
963	1.820451426
964	1.81841531
965	1.816937831
966	1.815653093
967	1.81542081
968	1.812342624
969	1.81010023
970	1.80841676
971	1.806996176
972	1.803810473
973	1.803421408
974	1.802437739
975	1.801900549
976	1.800250486
977	1.797519155
978	1.795288384
979	1.794121358
980	1.790931374
981	1.789079439
982	1.786051722
983	1.783701898
984	1.78072503
985	1.77918776
986	1.776766216
987	1.775658094
988	1.773524292
989	1.773275047
990	1.770874241
991	1.768221263
992	1.767486237
993	1.765238284
994	1.764225155
995	1.761345659
996	1.759569434
997	1.75888879
998	1.756522266
999	1.753945489
